name,handedness,height,weight,BMI,avg,HR
Keith Macwhorter,R,76,190,23.125,0,0
Jaime Cocanower,R,76,200,24.34210526,0,0
Willie Mueller,R,76,220,26.77631579,0,0
Tom Egan,R,76,218,26.53289474,0.2,22
Boog Powell,L,76,230,27.99342105,0.266,339
Jay Pettibone,R,76,182,22.15131579,0,0
Larry Monroe,R,76,200,24.34210526,0,0
Len Gabrielson,L,76,210,25.55921053,0.253,37
Johnny Edwards,L,76,220,26.77631579,0.242,81
Bob Forsch,R,76,200,24.34210526,0.213,12
Gorman Heimueller,L,76,195,23.73355263,0,0
Ellis Valentine,R,76,205,24.95065789,0.278,123
Steve Carlton,L,76,210,25.55921053,0.201,13
Tom Haller,L,76,195,23.73355263,0.257,134
Rick Steirer,R,76,200,24.34210526,0,0
Alan Wirth,R,76,190,23.125,0,0
Jason Thompson,L,76,200,24.34210526,0.261,208
Dave Revering,L,76,210,25.55921053,0.265,62
Doug Frobel,L,76,196,23.85526316,0.201,20
Dave Lemanczyk,R,76,235,28.60197368,0,0
Al Jones,R,76,210,25.55921053,0,0
Britt Burns,L,77,215,25.49249452,0,0
Kevin Mmahat,L,77,220,26.08534323,0,0
Barry Cort,R,77,210,24.89964581,0,0
Andy Replogle,R,77,205,24.3067971,0,0
Vance Lovelace,L,77,205,24.3067971,0,0
Paul Hartzell,R,77,200,23.71394839,0,0
Curt Wardle,L,77,220,26.08534323,0,0
Jerry Reuss,L,77,200,23.71394839,0.167,1
Bob Babcock,R,77,210,24.89964581,0,0
Fergie Jenkins,R,77,205,24.3067971,0.165,13
Chris Knapp,R,77,195,23.12109968,0,0
Jeff Schattinger,L,77,200,23.71394839,0,0
Ike Brookens,R,77,170,20.15685613,0,0
Fran Healy,R,77,220,26.08534323,0.25,20
Joel Davis,L,77,205,24.3067971,0,0
Mark Mercer,L,77,220,26.08534323,0,0
Jim Lonborg,R,77,200,23.71394839,0.136,3
Gary Christenson,L,77,200,23.71394839,0,0
Jim Wright,R,77,205,24.3067971,0,0
Dave Rajsich,L,77,175,20.74970484,0,0
Rick Jones,L,77,190,22.52825097,0,0
Sam McDowell,L,77,190,22.52825097,0.154,2
Steve Renko,R,77,230,27.27104065,0.215,6
Mike Krukow,R,77,205,24.3067971,0.193,5
Steve Brown,R,77,200,23.71394839,0,0
Ray Burris,R,77,200,23.71394839,0.151,1
Mike Walters,R,77,203,24.06965762,0,0
John Poloni,L,77,210,24.89964581,0,0
Jeff Holly,L,77,210,24.89964581,0,0
Clay Christiansen,R,77,205,24.3067971,0,0
Dave Kingman,R,78,210,24.265286,0.236,442
Steve Curry,R,78,217,25.07412886,0,0
Mike Jones,L,78,215,24.8430309,0,0
Jim Umbarger,L,78,200,23.10979619,0,0
Rick Henninger,R,78,225,25.99852071,0,0
Steve Adkins,R,78,210,24.265286,0,0
Bob Ferris,R,78,225,25.99852071,0,0
Bob Veale,B,78,212,24.49638396,0.114,0
Dave Frost,R,78,235,27.15401052,0,0
Ron Reed,R,78,215,24.8430309,0.158,0
Sam Hinds,R,78,215,24.8430309,0,0
Walt Bond,L,79,228,25.68242269,0.256,41
Ben Callahan,R,79,230,25.9077071,0,0
Jim Dorsey,R,79,190,21.40201891,0,0
Mike Smithson,L,80,215,23.61640625,0,0
J.R. Richard,R,80,222,24.3853125,0.168,10
Steve Ellsworth,R,80,220,24.165625,0,0
Stefan Wever,R,80,245,26.91171875,0,0
